X,CH1
1018,2.64E-1
1019,3.00E-1
1020,2.80E-1
1021,3.20E-1
1022,2.88E-1
1023,3.28E-1
1024,3.08E-1
1025,3.48E-1
1026,3.20E-1
1027,3.56E-1
1028,3.68E-1
1029,3.32E-1
1030,3.36E-1
1031,3.80E-1
1032,3.48E-1
1033,3.80E-1
1034,3.48E-1
1035,3.84E-1
1036,3.96E-1
1037,3.56E-1
1038,3.60E-1
1039,4.00E-1
1040,3.92E-1
1041,3.68E-1
1042,3.92E-1
1043,3.64E-1
1044,3.96E-1
1045,3.56E-1
1046,3.56E-1
1047,3.96E-1
1048,3.84E-1
1049,3.52E-1
1050,3.80E-1
1051,3.52E-1
1052,3.72E-1
1053,3.40E-1
1054,3.64E-1
1055,3.28E-1
1056,3.52E-1
1057,3.12E-1
1058,3.44E-1
1059,3.04E-1
1060,3.28E-1
1061,2.88E-1
1062,3.12E-1
1063,2.76E-1
1064,2.96E-1
1065,2.52E-1
1066,2.80E-1
1067,2.40E-1
1068,2.64E-1
1069,2.24E-1
1070,2.40E-1
1071,2.00E-1
1072,1.80E-1
1073,2.32E-1
1074,2.08E-1
1075,1.52E-1
1076,1.88E-1
1077,1.32E-1
1078,1.72E-1
1079,1.28E-1
1080,1.52E-1
1081,1.08E-1
1082,1.00E-1
1083,1.40E-1
1084,1.32E-1
1085,8.00E-2
1086,1.20E-1
1087,8.40E-2
1088,7.60E-2
1089,1.20E-1
1090,8.00E-2
1091,1.20E-1
1092,8.80E-2
1093,1.28E-1
1094,1.00E-1
1095,1.36E-1
1096,1.12E-1
1097,1.48E-1
1098,1.28E-1
1099,1.64E-1
1100,1.40E-1
1101,1.84E-1
1102,1.60E-1
1103,2.04E-1
1104,1.84E-1
1105,2.24E-1
1106,2.08E-1
1107,2.48E-1
1108,2.28E-1
1109,2.68E-1
1110,2.44E-1
1111,2.88E-1
1112,2.64E-1
1113,3.04E-1
1114,2.84E-1
1115,3.28E-1
1116,3.04E-1
1117,3.48E-1
1118,3.28E-1
1119,3.60E-1
1120,3.40E-1
1121,3.80E-1
1122,3.48E-1
1123,3.92E-1
1124,3.60E-1
1125,4.00E-1
1126,3.80E-1
1127,4.12E-1
1128,3.92E-1
1129,4.20E-1
1130,3.96E-1
1131,4.28E-1
1132,4.08E-1
1133,4.40E-1
1134,4.12E-1
1135,4.52E-1
1136,4.28E-1
1137,4.60E-1
1138,4.36E-1
1139,4.64E-1
1140,4.40E-1
1141,4.68E-1
1142,4.40E-1
1143,4.72E-1
1144,4.44E-1
1145,4.72E-1
1146,4.32E-1
1147,4.76E-1
1148,4.72E-1
1149,4.28E-1
1150,4.64E-1
1151,4.28E-1
1152,4.28E-1
1153,4.60E-1
1154,4.64E-1
1155,4.16E-1
1156,4.24E-1
1157,4.52E-1
1158,4.12E-1
1159,4.52E-1
1160,4.40E-1
1161,3.96E-1
1162,4.24E-1
1163,3.80E-1
1164,4.00E-1
1165,3.60E-1
1166,3.80E-1
1167,3.36E-1
1168,3.68E-1
1169,3.24E-1
1170,3.44E-1
1171,2.96E-1
1172,2.84E-1
1173,3.28E-1
1174,3.04E-1
1175,2.60E-1
1176,2.80E-1
1177,2.40E-1
1178,2.68E-1
1179,2.28E-1
1180,2.48E-1
1181,2.12E-1
1182,2.32E-1
1183,1.96E-1
1184,2.16E-1
1185,1.88E-1
1186,2.12E-1
1187,1.80E-1
1188,2.04E-1
1189,1.76E-1
1190,1.76E-1
1191,2.04E-1
1192,1.68E-1
1193,2.08E-1
1194,1.76E-1
1195,2.12E-1
1196,1.84E-1
1197,2.28E-1
1198,1.96E-1
1199,2.32E-1
1200,2.04E-1
1201,2.48E-1
1202,2.20E-1
1203,2.60E-1
1204,2.36E-1
1205,2.80E-1
1206,2.52E-1
1207,2.96E-1
1208,2.72E-1
1209,3.16E-1
1210,2.84E-1
1211,3.32E-1
1212,3.08E-1
1213,3.48E-1
1214,3.20E-1
1215,3.72E-1
1216,3.36E-1
1217,3.88E-1
1218,3.56E-1
1219,3.92E-1
1220,3.72E-1
1221,4.08E-1
1222,3.80E-1
1223,4.16E-1
1224,3.96E-1
1225,4.40E-1
1226,4.16E-1
1227,4.60E-1
1228,4.36E-1
1229,4.76E-1
1230,4.56E-1
1231,4.92E-1
1232,4.68E-1
1233,5.04E-1
1234,4.80E-1
1235,5.24E-1
1236,4.88E-1
1237,5.32E-1
1238,5.04E-1
1239,5.36E-1
1240,5.08E-1
1241,5.44E-1
1242,5.12E-1
1243,5.52E-1
1244,5.20E-1
1245,5.52E-1
1246,5.20E-1
1247,5.60E-1
1248,5.28E-1
1249,5.56E-1
1250,5.56E-1
1251,5.20E-1
1252,5.52E-1
1253,5.24E-1
1254,5.16E-1
1255,5.52E-1
1256,5.16E-1
1257,5.48E-1
1258,5.12E-1
1259,5.40E-1
1260,5.32E-1
1261,5.04E-1
1262,5.24E-1
1263,4.92E-1
1264,5.12E-1
1265,4.64E-1
1266,5.08E-1
1267,4.60E-1
1268,4.92E-1
1269,4.52E-1
1270,4.76E-1
1271,4.48E-1
1272,4.44E-1
1273,5.00E-1
1274,4.72E-1
1275,3.12E-1
1276,3.24E-1
1277,2.08E-1
1278,2.28E-1
1279,1.40E-1
1280,1.60E-1
1281,9.60E-2
1282,1.08E-1
1283,5.60E-2
1284,7.60E-2
1285,3.60E-2
1286,5.20E-2
1287,1.60E-2
1288,3.60E-2
1289,4.00E-3
1290,3.20E-2
1291,0.00E+0
1292,2.00E-2
1293,-8.00E-3
1294,1.20E-2
1295,-1.20E-2
1296,1.20E-2
1297,-1.60E-2
1298,8.00E-3
1299,-1.60E-2
1300,-2.00E-2
1301,8.00E-3
1302,4.00E-3
1303,-2.00E-2
1304,-2.00E-2
1305,4.00E-3
1306,-2.00E-2
1307,4.00E-3
1308,4.00E-3
1309,-2.40E-2
1310,4.00E-3
