U,I_1,I_2,I_3,I_4,I_5,I_6,I_7
79.45602413808405,0.5646617538358731,1.2225905400781414,1.2055014806952253,2.0941325686068604,1.085878065014813,1.1371452431635611,1.8207076184802036
79.57557249559986,0.4621273975383769,0.8466312336539882,0.8466312336539882,1.8890638560118678,0.778274996122324,0.8124531148881561,1.2055014806952253
79.69512085311564,0.5390281647614992,0.8978984118027364,0.8978984118027364,1.9232419747776999,0.8124531148881561,0.8466312336539882,1.2824022479183477
79.81466921063142,0.45358286784691887,0.6415625210589955,0.6415625210589955,1.4447483120560503,0.5732062835273313,0.6073844022931634,0.8722648227283623
79.9342175681472,0.513394575687125,0.6757406398248276,0.6757406398248276,1.4789264308218824,0.6244734616760794,0.6415625210589955,0.9235320008771104
80.05376592566299,0.4450383381554608,0.4877609866127509,0.4877609866127509,1.0516999462489809,0.43649380846400276,0.45358286784691887,0.6159289319846214
80.1733142831788,0.4108602193896287,0.5219391053785831,0.5219391053785831,1.085878065014813,0.4877609866127509,0.5048500459956671,0.6928296992077436
80.29286264069458,0.5048500459956671,0.36813757093233856,0.36813757093233856,0.778274996122324,0.3510485115494225,0.3510485115494225,0.43649380846400276
80.41241099821036,0.47921645692129294,0.4194047490810867,0.4194047490810867,0.8124531148881561,0.40231568969817066,0.40231568969817066,0.513394575687125
80.53195935572614,0.3766821006237966,0.2997813334006743,0.2997813334006743,0.5732062835273313,0.28269227401775826,0.2997813334006743,0.30832586309213234
80.65150771324195,0.42794927877254474,0.3510485115494225,0.3510485115494225,0.6244734616760794,0.3339594521665064,0.3510485115494225,0.4108602193896287
80.77105607075774,0.3339594521665064,0.24851415525192616,0.24851415525192616,0.43649380846400276,0.23142509586901008,0.24851415525192616,0.25705868494338413
80.89060442827352,0.3168703927835904,0.2997813334006743,0.2997813334006743,0.4877609866127509,0.28269227401775826,0.2997813334006743,0.3339594521665064
81.0101527857893,0.40231568969817066,0.21433603648609403,0.21433603648609403,0.3510485115494225,0.19724697710317796,0.21433603648609403,0.1801579177202619
81.12970114330508,0.3852266303152546,0.2656032146348422,0.2656032146348422,0.3852266303152546,0.24851415525192616,0.2656032146348422,0.25705868494338413
81.2492495008209,0.2997813334006743,0.19724697710317796,0.19724697710317796,0.28269227401775826,0.1801579177202619,0.1801579177202619,0.15452432864588783
81.36879785833668,0.2912368037092163,0.24851415525192616,0.23142509586901008,0.3339594521665064,0.23142509586901008,0.23142509586901008,0.23142509586901008
81.48834621585246,0.36813757093233856,0.16306885833734586,0.16306885833734586,0.24851415525192616,0.16306885833734586,0.16306885833734586,0.12889073957151373
81.60789457336824,0.36813757093233856,0.16306885833734586,0.23142509586901008,0.2997813334006743,0.21433603648609403,0.21433603648609403,0.20579150679463598
81.72744293088405,0.2656032146348422,0.23142509586901008,0.16306885833734586,0.21433603648609403,0.14597979895442978,0.14597979895442978,0.10325715049713965
81.84699128839983,0.3339594521665064,0.21433603648609403,0.21433603648609403,0.24851415525192616,0.21433603648609403,0.21433603648609403,0.1801579177202619
81.96653964591562,0.25705868494338413,0.14597979895442978,0.14597979895442978,0.1801579177202619,0.14597979895442978,0.14597979895442978,0.07762356142276555
82.0860880034314,0.3168703927835904,0.14597979895442978,0.19724697710317796,0.24851415525192616,0.14597979895442978,0.19724697710317796,0.1801579177202619
82.20563636094721,0.24851415525192616,0.21433603648609403,0.14597979895442978,0.14597979895442978,0.19724697710317796,0.14597979895442978,0.07762356142276555
82.32518471846299,0.30832586309213234,0.19724697710317796,0.19724697710317796,0.21433603648609403,0.19724697710317796,0.19724697710317796,0.07762356142276555
82.44473307597877,0.2399696255604681,0.12889073957151373,0.12889073957151373,0.16306885833734586,0.12889073957151373,0.12889073957151373,0.15452432864588783
82.56428143349456,0.2997813334006743,0.19724697710317796,0.12889073957151373,0.21433603648609403,0.19724697710317796,0.19724697710317796,0.15452432864588783
82.68382979101034,0.2399696255604681,0.12889073957151373,0.19724697710317796,0.14597979895442978,0.12889073957151373,0.12889073957151373,0.05198997234839148
82.80337814852615,0.23142509586901008,0.12889073957151373,0.1801579177202619,0.14597979895442978,0.12889073957151373,0.12889073957151373,0.15452432864588783
82.92292650604193,0.2997813334006743,0.19724697710317796,0.12889073957151373,0.21433603648609403,0.19724697710317796,0.19724697710317796,0.05198997234839148
83.04247486355771,0.2399696255604681,0.12889073957151373,0.1801579177202619,0.14597979895442978,0.12889073957151373,0.1801579177202619,0.12889073957151373
83.1620232210735,0.32541492247504844,0.19724697710317796,0.12889073957151373,0.19724697710317796,0.19724697710317796,0.12889073957151373,0.05198997234839148
83.28157157858931,0.24851415525192616,0.1801579177202619,0.12889073957151373,0.19724697710317796,0.12889073957151373,0.12889073957151373,0.12889073957151373
83.40111993610509,0.3339594521665064,0.12889073957151373,0.1801579177202619,0.12889073957151373,0.1801579177202619,0.1801579177202619,0.05198997234839148
