WaveLength	Dark	Reference	Samples	Energy	IrrCali	StrayLight
308.913	99.159	123.067	121.146	0.178299435739306		
309.277	90.001	124.085	124.706	0.300528159927589		
309.641	92.036	121.881	119.959	0.179577808752065		
310.005	90.340	117.303	115.212	0.160423282094596		
310.370	99.159	114.929	111.143	0.0781852020351236		
310.734	104.247	117.133	105.377	0.00944260327456527		
311.098	104.756	120.355	104.699	-0.000504469490129182		
311.462	102.551	120.863	104.529	0.0144941439227801		
311.826	107.299	133.069	100.629	-0.0431537332080976		
312.190	97.803	136.120	103.682	0.0405760712634697		
312.554	99.329	130.866	112.499	0.100928506404737		
312.918	98.481	135.273	107.582	0.0825736205819495		
313.282	102.381	138.663	110.464	0.0638214019000319		
313.646	104.416	132.561	114.364	0.0753574862397248		
314.010	111.708	127.306	110.125	-0.0122579565255345		
314.373	106.790	125.949	111.312	0.0403502341368515		
314.737	105.095	114.251	114.703	0.109182485037613		
315.101	105.434	105.773	110.973	0.0495391789201445		
315.465	110.521	101.873	109.786	-0.00571730910001836		
315.829	100.855	105.943	106.734	0.0548129574415684		
316.192	100.007	101.025	104.529	0.0428356091771264		
316.556	98.481	99.838	105.716	0.111517357954855		
316.920	92.376	101.364	106.734	0.340191283336023		
317.283	82.368	108.486	104.190	0.293063087305991		
317.647	84.234	102.551	106.225	0.305259266268732		
318.011	83.386	104.416	105.716	0.34165963898477		
318.374	81.351	99.668	96.729	0.21510199056777		
318.738	78.128	108.656	101.647	0.383430731160057		
319.101	81.011	106.621	99.951	0.289039167766888		
319.465	82.877	112.047	98.933	0.192895236899076		
319.828	81.011	126.288	96.050	0.203570737431856		
320.192	83.217	140.019	102.155	0.297108800127029		
320.555	85.930	133.069	101.986	0.224491234308953		
320.919	83.556	131.713	103.682	0.235468642942697		
321.282	91.528	124.085	97.746	0.0568245912806493		
321.646	92.884	111.708	96.898	0.0296319050419488		
322.009	99.668	107.469	99.103	-0.00416992431209017		
322.372	97.633	101.194	102.155	0.0364597617638133		
322.736	92.715	96.446	110.295	0.163104689638731		
323.099	81.011	102.721	122.672	0.514026765163644		
323.462	83.386	94.580	122.333	0.57917028532045		
323.825	73.887	96.446	116.399	0.582659044201665		
324.189	81.351	103.568	111.143	0.432657601245761		
324.552	88.135	110.012	100.120	0.178967260561236		
324.915	97.463	115.608	91.132	-0.11945930234282		
325.278	98.481	130.526	99.442	0.0176038691686455		
325.641	101.534	134.764	109.277	0.103529348944938		
326.004	95.768	127.475	107.073	0.126510147620032		
326.367	92.715	117.642	105.377	0.164893986532902		
326.730	89.662	108.486	111.651	0.266109744422809		
327.093	90.001	101.194	104.021	0.166166747831544		
327.456	92.036	89.832	102.664	0.0985798872452983		
327.819	93.563	101.194	98.933	0.0467491714864537		
328.182	92.545	103.229	109.956	0.173396871902223		
328.545	93.224	98.481	104.699	0.139509852625884		
328.908	90.680	92.206	102.494	0.15172629540851		
329.271	89.323	90.680	104.190	0.223519255234925		
329.634	85.082	85.252	108.260	0.304950897301701		
329.996	81.520	96.107	105.716	0.336480243153886		
330.359	75.753	105.603	101.307	0.321636080059419		
330.722	78.806	114.082	103.512	0.231815859050147		
331.085	72.699	120.694	97.577	0.266046328915679		
331.447	84.913	117.473	92.828	0.0779070765911628		
331.810	84.913	113.064	91.471	0.0674563228323309		
332.173	87.966	103.060	96.220	0.119632049800504		
332.535	81.690	102.551	97.407	0.287703271963895		
332.898	90.849	97.972	100.629	0.148469787197855		
333.260	89.323	100.346	111.482	0.42205359223747		
333.623	92.884	97.463	112.838	0.329420149564546		
333.985	94.411	104.077	117.077	0.445732946067634		
334.348	95.259	101.873	115.551	0.288389201545931		
334.710	98.142	100.346	117.416	0.248243893309972		
335.073	99.838	104.416	106.734	0.0766861992364537		
335.435	104.247	102.721	105.208	0.0131224773260827		
335.798	101.703	105.773	98.933	-0.0450872966767838		
336.160	102.551	108.486	96.729	-0.0856303801807904		
336.522	96.107	119.338	94.524	-0.0251217078632184		
336.885	87.287	122.220	98.933	0.300123719096649		
337.247	88.475	127.645	92.828	0.0763384414118161		
337.609	93.393	130.018	93.845	0.00711965779222615		
337.971	107.299	137.307	95.881	-0.138530565275337		
338.334	111.538	127.475	101.307	-0.113023167481311		
338.696	121.881	118.659	96.898	-0.265511683255981		
