Wavelength,150,187.5,300,375,750,1500,1875,3000,3750,7500,15000,Empty_cuvette,Nothing,Pure_water
623.987,2677.154,2677.923,2658.973,2691.433,2711.31,2623.756,2564.337,2442.642,2424.089,2280.17,1920.832,669.727,4258.179,2705.545
624.321,2685.557,2679.735,2656.996,2664.576,2710.816,2634.141,2563.347,2439.504,2417.316,2255.851,1912.862,678.987,4272.306,2698.626
624.654,2709.772,2674.957,2672.815,2673.309,2724.486,2642.218,2564.997,2445.945,2423.593,2264.289,1920.666,665.349,4306.235,2716.745
624.988,2703.348,2690.774,2685.337,2659.962,2702.744,2644.36,2559.553,2434.219,2411.204,2261.807,1908.213,661.813,4320.356,2715.592
625.322,2715.702,2705.435,2690.609,2657.984,2707.192,2640.075,2561.038,2440.165,2403.109,2246.254,1920.334,657.434,4327.497,2710.816
625.655,2708.455,2712.682,2671.662,2648.261,2712.463,2635.625,2550.975,2445.119,2421.446,2239.966,1925.481,655.414,4336.585,2705.38
625.989,2702.689,2704.447,2668.366,2669.19,2724.98,2628.701,2555.264,2456.018,2435.485,2261.311,1931.291,659.287,4345.672,2701.262
626.322,2676.824,2710.87,2649.415,2693.739,2734.202,2627.383,2559.718,2476.656,2429.209,2263.958,1939.425,659.792,4309.319,2695.826
626.656,2683.415,2702.47,2645.129,2704.282,2749.351,2626.229,2560.378,2488.377,2443.908,2268.921,1952.87,674.778,4301.203,2686.6
626.989,2685.721,2720.753,2639.361,2712.188,2745.07,2629.031,2548.501,2496.3,2455.468,2277.523,1955.858,680.334,4317.435,2704.227
627.323,2694.123,2704.282,2657.49,2709.882,2749.351,2633.482,2552.955,2491.679,2443.578,2290.425,1954.862,686.9,4323.764,2706.862
627.656,2706.478,2725.364,2649.579,2691.927,2733.049,2640.734,2564.832,2465.925,2440.935,2276.531,1943.243,679.324,4323.764,2704.556
627.989,2710.596,2725.529,2663.093,2669.025,2722.674,2645.184,2565.492,2470.548,2426.731,2275.042,1925.315,693.128,4324.251,2709.663
628.322,2694.288,2723.553,2655.842,2664.411,2721.027,2637.438,2567.471,2465.099,2427.557,2278.02,1932.121,688.247,4292.924,2700.932
628.656,2687.534,2699.669,2669.025,2665.565,2717.074,2635.954,2578.192,2459.816,2433.173,2289.764,1926.975,683.365,4280.911,2694.343
628.989,2698.242,2723.882,2685.996,2674.463,2730.744,2635.789,2585.283,2482.93,2441.761,2298.364,1938.761,678.651,4285.132,2690.225
629.322,2693.629,2722.235,2706.753,2689.785,2739.471,2632.328,2582.48,2500.592,2451.504,2303.491,1954.032,682.86,4289.84,2695.661
629.655,2702.36,2744.631,2683.854,2679.735,2740.459,2629.855,2582.15,2493.99,2458.77,2295.718,1964.322,679.997,4292.762,2692.366
629.988,2716.525,2736.398,2689.456,2678.088,2738.483,2622.602,2569.615,2492.339,2438.788,2286.621,1945.899,671.748,4310.293,2685.117
630.321,2704.007,2738.703,2676.605,2660.951,2732.061,2617.986,2562.358,2488.872,2432.678,2273.884,1934.113,676.125,4313.053,2666.169
630.654,2697.748,2732.775,2667.542,2650.403,2724.65,2622.767,2565.986,2481.444,2422.767,2262.634,1929.963,679.829,4291.788,2678.527
630.987,2696.594,2737.715,2669.52,2645.129,2731.732,2638.262,2566.646,2481.114,2418.803,2266.44,1930.627,678.819,4291.95,2695.99
631.32,2700.219,2723.058,2689.456,2646.283,2741.612,2642.712,2570.275,2489.698,2437.797,2293.403,1935.441,685.721,4305.911,2697.473
631.652,2704.831,2732.281,2678.417,2643.646,2736.507,2671.387,2579.346,2492.009,2453.981,2289.598,1951.044,705.079,4295.522,2696.649
631.985,2729.865,2720.259,2687.644,2655.677,2733.708,2682.426,2591.55,2493.494,2456.458,2297.868,1972.453,697.505,4289.515,2707.027
632.318,2735.465,2721.082,2687.314,2668.201,2721.521,2686.38,2595.013,2483.59,2460.256,2305.641,1975.606,695.822,4312.403,2701.591
632.651,2737.935,2720.094,2679.735,2675.946,2711.474,2669.08,2600.949,2496.631,2453.321,2299.357,1972.453,693.128,4318.246,2691.048
632.983,2728.877,2712.682,2661.445,2680.724,2677.044,2675.836,2602.927,2487.552,2448.532,2276.531,1985.23,688.078,4312.728,2690.884
633.316,2726.736,2715.482,2666.553,2687.149,2674.078,2660.676,2609.028,2492.339,2431.852,2283.313,1983.902,660.297,4333.989,2696.155
633.648,2704.007,2729.152,2658.149,2682.042,2685.776,2667.268,2594.518,2491.183,2416.655,2274.38,1984.234,669.895,4345.023,2708.345
633.981,2706.313,2731.622,2652.052,2688.303,2704.886,2673.035,2594.518,2484.085,2427.392,2272.561,1981.247,663.665,4340.155,2714.439
634.313,2702.854,2739.856,2652.546,2689.62,2707.851,2681.932,2591.055,2472.199,2426.401,2289.268,1991.866,661.813,4312.89,2718.886
634.646,2710.925,2747.265,2680.724,2699.505,2733.873,2669.739,2593.034,2475.006,2420.455,2291.087,1977.597,671.579,4317.922,2727.615
634.978,2709.114,2743.149,2680.065,2695.716,2733.214,2661.83,2591.055,2462.788,2433.834,2279.178,1972.785,690.603,4298.768,2736.672
635.31,2715.867,2731.293,2678.088,2686.326,2710.98,2651.447,2598.146,2463.613,2447.706,2279.012,1967.641,682.86,4291.626,2717.239
635.643,2711.255,2700.658,2676.44,2670.343,2688.412,2658.204,2591.385,2466.75,2436.807,2260.98,1968.968,686.9,4256.393,2697.308
635.975,2708.455,2677.758,2679.57,2642.657,2684.129,2654.249,2580.83,2482.434,2440.935,2250.722,1970.96,695.317,4255.905,2688.907
636.307,2696.594,2669.19,2666.718,2614.799,2663.203,2649.634,2591.55,2484.415,2447.211,2245.592,1976.933,693.97,4245.512,2664.356
636.639,2689.84,2655.677,2657.325,2601.938,2651.502,2648.81,2594.683,2480.453,2445.725,2245.757,1986.723,689.762,4238.204,2669.794
636.971,2688.687,2669.849,2650.074,2591.22,2657.105,2650.788,2577.697,2459.981,2432.678,2239.8,1980.252,698.178,4213.676,2667.322
637.303,2648.645,2684.843,2635.405,2574.893,2635.35,2624.086,2585.778,2450.569,2437.632,2245.096,1967.475,693.97,4215.138,2667.652
637.635,2641.723,2662.269,2636.394,2579.841,2617.711,2613.04,2574.563,2415.884,2429.539,2228.712,1954.696,688.415,4218.225,2668.146
637.967,2641.558,2671.662,2630.624,2585.448,2623.481,2625.734,2571.429,2414.728,2415.499,2223.747,1949.385,680.671,4199.867,2677.044
638.299,2643.701,2676.275,2646.118,2596.002,2631.888,2638.591,2577.697,2433.558,2416.986,2227.554,1943.409,678.314,4202.304,2671.112
638.631,2634.306,2645.129,2647.107,2592.704,2622.492,2628.207,2589.901,2451.89,2422.272,2231.029,1958.015,684.206,4182.969,2663.368
638.963,2659.193,2618.755,2647.766,2596.497,2637.987,2636.284,2576.212,2460.311,2428.548,2230.533,1961.003,689.762,4165.256,2668.641
639.295,2646.338,2616.447,2615.293,2587.427,2640.954,2640.734,2573.244,2473.685,2431.852,2233.512,1956.19,691.613,4127.382,2646.723
639.626,2622.932,2577.202,2613.809,2583.634,2638.811,2615.348,2553.45,2457.009,2424.915,2219.112,1954.696,691.613,4115.189,2631.888
639.958,2635.789,2581.82,2614.139,2569.945,2604.851,2611.062,2542.561,2437.522,2430.53,2213.154,1955.858,696.495,4127.87,2637.163
640.29,2641.229,2584.624,2607.05,2568.461,2605.84,2611.721,2538.767,2426.456,2429.044,2215.968,1938.927,686.226,4161.843,2653.15
640.621,2649.305,2596.332,2621.228,2559.388,2600.894,2607.434,2536.622,2429.925,2426.731,2202.228,1944.239,688.247,4174.194,2656.776
640.953,2647.657,2601.773,2628.646,2548.336,2594.133,2605.456,2534.807,2418.197,2439.449,2194.613,1943.741,681.849,4171.106,2668.476
641.284,2661.665,2620.074,2624.195,2545.036,2595.123,2615.348,2537.282,2435.54,2445.559,2208.353,1933.283,678.146,4170.619,2676.22
641.616,2635.625,2603.092,2597.486,2530.352,2629.91,2603.807,2533.322,2445.449,2427.722,2213.154,1932.453,672.758,4139.575,2647.876
641.947,2610.567,2588.581,2596.167,2540.252,2626.613,2607.764,2534.147,2453.211,2419.133,2209.346,1925.481,679.156,4099.742,2637.987
642.279,2587.812,2580.171,2580.665,2526.722,2604.686,2611.721,2529.362,2445.78,2411.534,2206.036,1918.175,680.166,4069.98,2608.478
642.61,2602.818,2583.964,2601.773,2519.296,2601.389,2617.326,2530.517,2454.532,2399.474,2220.106,1921.828,679.661,4079.251,2590.67
642.941,2617.326,2569.45,2608.863,2521.606,2575.828,2636.943,2533.487,2436.036,2400.135,2221.595,1926.477,677.472,4088.846,2584.404
643.272,2631.174,2578.027,2618.096,2518.471,2549.435,2635.625,2524.907,2417.536,2391.543,2215.802,1925.481,665.181,4102.343,2588.691
643.604,2655.238,2594.518,2621.063,2502.627,2527.657,2631.339,2508.239,2413.407,2390.056,2214.643,1931.789,672.421,4122.993,2595.287
643.935,2654.908,2593.034,2625.349,2504.443,2540.197,2631.504,2512.365,2422.822,2385.43,2220.106,1936.769,661.813,4122.343,2610.292
644.266,2643.371,2592.209,2602.103,2509.889,2553.725,2628.372,2509.229,2414.233,2388.569,2208.519,1943.575,673.6,4097.79,2620.349
644.597,2613.864,2592.044,2582.809,2495.035,2560.653,2600.344,2497.016,2414.563,2374.523,2205.373,1946.563,671.748,4052.9,2620.514
644.928,2597.211,2568.79,2587.427,2484.801,2579.621,2599.355,2479.683,2413.902,2373.366,2206.863,1945.401,690.267,4017.592,2619.525
645.259,2587.317,2548.666,2571.265,2497.016,2602.708,2597.046,2485.626,2414.067,2366.59,2205.208,1939.923,677.977,3980.809,2606.995
645.59,2594.903,2539.097,2563.182,2504.443,2603.697,2600.509,2494.705,2418.528,2372.209,2219.775,1938.097,688.415,3986.832,2611.116
645.921,2592.594,2522.101,2563.842,2508.734,2590.835,2591.44,2502.462,2429.925,2369.235,2224.74,1936.769,684.711,3989.762,2614.414
646.252,2595.068,2503.948,2555.099,2522.101,2591.165,2601.993,2494.54,2435.21,2383.116,2211.995,1947.725,695.148,4019.545,2623.151
646.582,2614.853,2516.986,2562.852,2540.582,2585.393,2597.541,2512.86,2440.165,2401.126,2215.968,1953.7,688.247,4038.583,2612.765
646.913,2598.86,2530.187,2579.181,2519.131,2562.797,2567.691,2505.433,2421.501,2405.091,2199.248,1956.853,682.86,4027.03,2608.808
647.244,2601.004,2538.932,2569.45,2510.88,2538.217,2543.441,2480.013,2407.459,2397.161,2179.214,1961.334,672.758,4008.479,2588.856
647.575,2607.929,2536.127,2563.512,2500.977,2546.136,2524.137,2476.711,2394.407,2385.264,2167.622,1952.87,663.16,4000.179,2586.053
647.905,2598.366,2550.315,2568.625,2490.083,2542.836,2522.486,2478.362,2389.12,2391.543,2162.82,1938.097,652.214,3979.833,2574.508
648.236,2587.152,2540.912,2539.262,2488.928,2540.032,2528.592,2477.537,2400.686,2389.726,2154.042,1935.773,646.319,3960.785,2570.22
648.566,2602.488,2535.632,2539.262,2497.841,2546.796,2553.175,2491.734,2421.501,2396.996,2163.979,1955.194,654.74,3965.507,2561.973
648.897,2594.243,2531.012,2550.48,2506.589,2543.661,2555.979,2500.977,2435.045,2395.839,2165.801,1944.737,659.792,3986.344,2559.993
649.227,2579.236,2530.847,2547.511,2516.656,2528.152,2579.566,2507.744,2449.413,2403.274,2186.5,1957.351,664.676,3993.668,2542.506
649.558,2585.998,2520.286,2535.302,2506.754,2528.812,2562.907,2500.977,2448.752,2379.315,2206.532,1966.645,678.651,3986.507,2544.486
649.888,2568.68,2507.249,2534.972,2488.432,2504.718,2542.121,2493.714,2425.795,2369.896,2190.805,1955.526,696.495,3959.971,2546.961
650.218,2548.391,2492.064,2528.042,2472.089,2504.058,2541.297,2470.768,2421.996,2353.368,2179.545,1940.421,686.563,3948.085,2550.92
650.548,2540.637,2499.492,2526.722,2465.485,2524.357,2538.822,2464.989,2395.233,2354.525,2185.01,1965.151,687.742,3934.732,2564.612
650.879,2544.431,2512.035,2525.732,2447.816,2540.362,2534.037,2450.954,2377.883,2348.243,2173.087,1959.011,690.435,3920.563,2552.57
651.209,2554.0,2515.5,2543.386,2434.77,2537.392,2542.946,2447.156,2365.158,2349.4,2161.329,1946.895,689.425,3919.749,2533.762
651.539,2550.865,2524.082,2537.612,2430.145,2547.786,2539.647,2429.649,2358.381,2333.696,2173.253,1954.696,681.176,3919.423,2528.482
651.869,2546.741,2528.372,2537.612,2430.64,2534.587,2525.457,2435.595,2341.19,2321.461,2177.89,1956.522,687.742,3908.673,2539.042
652.199,2550.04,2508.734,2521.276,2419.078,2523.532,2537.667,2442.697,2358.381,2312.697,2171.763,1940.753,685.385,3874.461,2532.937
652.529,2546.246,2495.035,2526.392,2420.069,2503.728,2532.882,2443.523,2364.001,2300.294,2146.257,1922.824,687.405,3865.662,2541.352
652.859,2531.067,2486.451,2531.342,2424.034,2498.941,2511.925,2427.337,2351.77,2285.243,2135.821,1915.685,676.967,3843.499,2549.6
653.189,2538.822,2480.674,2548.501,2428.658,2496.631,2521.166,2454.091,2365.323,2301.451,2131.845,1917.677,679.997,3862.892,2547.951
653.519,2533.212,2481.829,2547.511,2429.154,2493.494,2526.942,2472.089,2375.57,2319.972,2128.697,1909.043,678.819,3858.329,2526.172
653.848,2511.43,2477.702,2551.965,2430.64,2478.472,2503.178,2458.22,2351.108,2307.57,2115.94,1913.028,684.038,3852.299,2499.932
654.178,2499.051,2458.054,2538.932,2430.806,2465.265,2489.973,2453.596,2339.041,2310.382,2136.815,1915.685,678.987,3828.34,2497.126
654.508,2493.604,2463.503,2532.002,2435.43,2456.678,2496.906,2469.943,2347.472,2352.376,2140.956,1920.666,670.401,3847.573,2495.805
654.838,2483.04,2461.357,2503.288,2422.382,2440.66,2479.078,2446.33,2343.67,2340.97,2144.435,1910.703,652.382,3827.199,2495.31
655.167,2493.274,2470.438,2490.743,2409.992,2435.045,2472.144,2423.868,2325.153,2343.119,2139.631,1907.216,650.53,3829.644,2492.009
655.497,2508.624,2466.64,2500.812,2405.862,2423.483,2475.776,2428.328,2323.334,2363.119,2138.968,1892.27,643.456,3839.913,2506.203
655.826,2509.944,2470.603,2506.258,2398.263,2428.438,2476.106,2433.448,2334.412,2356.839,2131.182,1894.429,637.56,3855.722,2493.164
656.156,2494.1,2463.834,2476.381,2390.001,2424.144,2467.026,2423.373,2319.201,2314.681,2127.206,1893.765,644.972,3821.331,2483.425
656.485,2486.506,2454.752,2477.372,2384.714,2433.393,2467.521,2424.694,2308.122,2323.279,2105.003,1885.129,665.012,3806.169,2472.529
656.815,2482.049,2422.712,2474.895,2397.106,2441.816,2472.639,2434.935,2309.114,2314.185,2102.683,1884.298,663.834,3797.365,2484.25
657.144,2475.116,2420.73,2460.366,2401.402,2467.081,2481.719,2418.417,2313.083,2310.547,2101.026,1885.793,666.696,3799.484,2481.444
657.473,2471.979,2413.296,2462.513,2393.141,2457.834,2473.795,2405.202,2301.837,2309.555,2107.158,1876.658,677.977,3807.147,2475.171
657.802,2481.389,2404.045,2468.457,2386.201,2437.687,2471.483,2406.688,2315.232,2327.909,2093.071,1885.295,667.875,3821.983,2460.806
658.132,2482.71,2401.897,2485.956,2397.436,2419.519,2481.389,2391.653,2324.657,2318.98,2110.306,1885.627,655.919,3820.516,2447.596
658.461,2482.214,2400.906,2472.584,2375.294,2401.181,2452.991,2371.163,2322.838,2310.547,2097.38,1867.688,654.403,3833.393,2433.724
658.79,2483.535,2419.574,2456.568,2359.428,2377.553,2448.202,2375.129,2331.271,2299.301,2106.329,1858.218,653.056,3810.571,2430.751
659.119,2484.36,2426.346,2448.642,2366.7,2394.407,2441.761,2364.387,2329.121,2301.617,2097.049,1874.997,647.161,3789.538,2447.761
659.448,2482.875,2426.016,2458.715,2363.064,2398.373,2445.064,2361.246,2328.956,2286.897,2099.866,1854.231,651.035,3763.282,2459.651
659.777,2464.384,2423.538,2448.477,2335.459,2388.294,2426.236,2360.255,2307.956,2280.28,2084.121,1858.883,643.624,3744.361,2458.66
660.106,2451.67,2431.301,2440.715,2337.774,2385.319,2425.906,2366.866,2309.445,2278.461,2085.944,1873.003,650.193,3704.877,2428.934
660.435,2431.521,2408.01,2451.284,2331.491,2383.502,2417.812,2367.527,2283.644,2269.528,2068.042,1882.97,656.592,3707.488,2411.589
660.764,2433.173,2403.715,2447.156,2310.988,2350.943,2417.316,2363.064,2275.869,2270.52,2060.416,1879.814,651.877,3702.266,2393.581
661.092,2431.026,2411.975,2438.073,2316.776,2342.182,2411.534,2359.263,2277.523,2261.587,2063.401,1879.481,659.287,3696.717,2392.094
661.421,2433.999,2415.774,2445.174,2345.543,2352.761,2424.419,2389.836,2300.68,2268.039,2069.203,1871.342,664.002,3724.457,2409.607
661.75,2429.87,2404.541,2458.88,2341.906,2351.274,2429.044,2381.574,2296.38,2266.715,2066.053,1880.146,666.023,3724.784,2438.513
662.078,2429.374,2406.358,2458.88,2342.072,2350.282,2434.164,2379.26,2315.563,2275.979,2066.55,1871.674,664.676,3694.269,2440.825
662.407,2418.472,2403.384,2448.312,2343.725,2365.819,2430.861,2381.904,2312.09,2281.273,2077.657,1866.525,678.651,3677.621,2438.843
662.736,2424.915,2394.297,2452.275,2353.147,2393.085,2438.788,2394.462,2309.61,2312.862,2084.121,1878.651,662.823,3683.171,2436.862
663.064,2428.714,2374.633,2440.88,2332.152,2381.023,2423.263,2364.882,2281.659,2296.324,2079.314,1886.79,663.16,3656.726,2418.693
663.393,2418.638,2371.989,2422.877,2339.923,2374.909,2416.655,2353.974,2275.869,2288.055,2084.287,1875.329,652.887,3652.808,2392.425
663.721,2416.325,2355.957,2414.122,2340.584,2360.53,2405.257,2352.651,2268.425,2287.228,2077.988,1867.189,635.876,3685.456,2398.207
664.049,2405.422,2343.56,2413.627,2345.874,2326.476,2401.457,2347.196,2258.167,2275.649,2048.645,1870.678,620.714,3683.334,2398.042
664.378,2385.43,2326.035,2392.48,2308.342,2287.117,2373.201,2317.106,2234.008,2240.903,2029.741,1855.394,628.801,3677.458,2381.354
664.706,2387.743,2335.79,2362.734,2321.405,2293.568,2383.116,2332.318,2247.247,2252.817,2037.867,1857.387,626.442,3662.44,2393.581
665.034,2398.648,2319.587,2375.625,2306.854,2292.576,2374.523,2342.237,2245.592,2245.868,2038.696,1868.02,623.747,3638.44,2398.207
665.362,2393.03,2317.106,2366.205,2297.427,2295.387,2382.29,2335.459,2232.022,2227.829,2053.287,1881.973,641.603,3589.77,2392.425
665.691,2405.752,2305.2,2356.288,2304.539,2317.051,2393.857,2352.155,2249.563,2224.519,2074.176,1872.671,649.688,3571.963,2392.92
666.019,2415.334,2296.104,2364.882,2318.925,2335.073,2409.717,2351.99,2263.462,2238.09,2081.469,1886.291,651.877,3554.153,2388.294
666.347,2414.012,2294.946,2379.26,2290.315,2332.263,2394.022,2333.64,2247.909,2211.443,2053.453,1869.681,648.509,3567.551,2372.76
666.675,2405.917,2305.035,2380.417,2283.864,2340.033,2403.274,2320.909,2243.441,2212.436,2043.836,1856.391,645.982,3582.582,2380.032
667.003,2408.065,2310.492,2385.705,2291.308,2356.233,2391.874,2324.382,2236.159,2223.195,2029.575,1846.255,635.876,3582.419,2368.463
667.331,2395.178,2321.571,2385.87,2283.203,2356.894,2377.498,2303.05,2234.836,2224.354,2025.594,1849.911,631.833,3588.463,2354.58
667.658,2370.557,2322.894,2391.323,2296.931,2345.653,2378.489,2305.365,2235.994,2215.912,2032.394,1845.092,633.349,3591.567,2346.976
667.986,2345.764,2313.964,2378.269,2291.638,2349.621,2384.603,2306.358,2229.871,2223.857,2037.203,1839.775,643.119,3555.296,2337.553
668.314,2333.861,2310.823,2349.345,2294.119,2331.932,2385.264,2302.223,2226.892,2218.064,2025.926,1825.151,660.971,3537.81,2313.248
668.642,2323.445,2291.804,2330.168,2284.691,2316.224,2374.854,2286.676,2222.919,2194.557,2011.662,1827.145,675.115,3524.081,2304.814
668.969,2303.601,2290.481,2326.366,2272.947,2308.122,2375.019,2284.03,2216.464,2189.259,2004.695,1834.291,675.283,3517.706,2315.232
669.297,2309.72,2305.365,2328.846,2241.014,2301.341,2358.326,2284.195,2206.201,2174.854,1995.737,1830.967,670.906,3487.298,2318.705
669.625,2322.122,2296.104,2347.527,2252.597,2282.321,2364.111,2290.646,2231.857,2170.217,2008.179,1857.221,661.139,3494.819,2312.917
669.952,2326.256,2288.165,2368.518,2236.877,2273.719,2347.747,2299.577,2226.726,2171.542,2022.443,1878.319,652.887,3485.335,2320.028
670.28,2314.516,2289.819,2371.493,2228.436,2259.822,2337.498,2291.638,2226.064,2186.279,2020.121,1865.86,636.55,3473.562,2316.72
670.607,2315.673,2281.218,2364.056,2216.188,2236.821,2329.232,2295.112,2218.781,2182.471,2015.643,1849.578,643.624,3442.16,2310.271
670.935,2316.5,2271.458,2339.427,2224.299,2230.036,2345.433,2300.9,2223.085,2204.656,2015.809,1854.065,655.077,3447.394,2305.641
671.262,2304.428,2260.208,2327.523,2216.354,2242.944,2333.861,2293.292,2220.933,2204.822,2007.018,1829.638,662.486,3433.162,2302.003
671.589,2305.421,2268.811,2319.917,2221.816,2234.836,2348.078,2278.736,2225.899,2203.166,1998.06,1829.306,659.455,3435.453,2317.878
671.916,2319.146,2262.359,2317.768,2222.643,2239.8,2346.59,2287.007,2232.188,2198.034,2013.321,1850.243,669.39,3435.289,2313.744
672.244,2310.382,2258.388,2309.169,2214.202,2223.581,2344.937,2276.586,2227.885,2174.357,2005.525,1852.237,658.613,3413.53,2298.695
672.571,2277.303,2226.947,2304.539,2206.587,2211.995,2330.72,2272.45,2225.733,2144.38,1989.765,1846.92,647.498,3388.002,2271.568
672.898,2274.821,2225.623,2285.684,2211.553,2184.678,2324.767,2265.668,2217.457,2150.343,2005.525,1856.391,638.571,3374.581,2255.189
673.225,2274.325,2219.499,2276.255,2220.492,2198.586,2314.02,2268.645,2225.567,2158.79,2010.335,1843.763,635.202,3375.891,2243.11
673.552,2293.182,2226.781,2283.534,2221.319,2193.95,2311.208,2258.057,2221.43,2167.236,2008.345,1841.935,618.187,3366.56,2250.887
673.879,2295.498,2214.367,2283.534,2233.401,2223.581,2308.232,2257.561,2218.119,2185.451,2011.662,1832.131,606.898,3382.765,2240.297
674.206,2322.122,2216.188,2288.992,2224.133,2232.353,2307.57,2246.144,2210.008,2182.471,2020.785,1821.827,609.594,3383.747,2247.743
674.533,2322.287,2212.712,2302.389,2202.945,2242.613,2302.774,2219.499,2186.665,2164.089,1984.123,1800.218,617.176,3374.09,2274.38
674.86,2303.105,2191.688,2283.203,2177.282,2233.843,2282.762,2194.999,2150.729,2138.416,1977.984,1792.072,627.453,3331.525,2247.081
675.186,2272.836,2169.003,2263.848,2175.13,2204.546,2277.965,2193.343,2158.017,2128.476,1976.823,1771.454,641.266,3315.149,2235.001
675.513,2273.829,2155.588,2260.042,2165.028,2192.129,2280.446,2192.681,2155.864,2131.624,1964.211,1770.29,643.793,3293.693,2248.074
675.84,2272.506,2174.633,2239.855,2160.888,2178.552,2265.226,2186.721,2151.889,2140.57,1961.058,1772.452,640.929,3268.956,2267.432
676.166,2247.853,2169.996,2223.968,2176.951,2164.807,2256.458,2198.641,2150.895,2143.551,1958.9,1780.599,643.119,3252.407,2244.599
676.493,2247.026,2168.174,2225.623,2177.779,2144.601,2261.752,2216.354,2165.138,2146.202,1951.93,1785.089,633.855,3249.294,2238.311
676.82,2244.709,2184.899,2232.574,2173.308,2156.857,2269.528,2219.995,2170.272,2150.84,1949.108,1790.243,622.736,3257.978,2237.649
677.146,2239.91,2194.668,2239.855,2169.996,2156.692,2259.767,2229.76,2157.686,2156.305,1958.236,1792.903,632.675,3276.984,2225.567
677.473,2226.671,2181.753,2252.1,2163.041,2153.214,2264.565,2229.429,2145.76,2148.521,1954.419,1785.421,631.159,3264.205,2203.387
677.799,2236.932,2173.474,2241.51,2141.674,2145.429,2261.256,2239.855,2146.257,2149.846,1975.329,1784.424,625.937,3243.23,2192.957
678.125,2223.526,2160.556,2232.408,2128.255,2140.294,2251.659,2228.933,2137.146,2134.772,1954.087,1777.939,626.274,3229.955,2196.93
678.452,2216.574,2151.281,2220.492,2101.247,2134.164,2240.076,2211.719,2113.786,2111.908,1937.987,1774.114,627.116,3200.613,2181.864
678.778,2207.305,2145.318,2213.705,2097.435,2106.163,2240.572,2181.422,2108.649,2086.718,1930.018,1765.135,623.073,3153.715,2166.794
679.104,2198.862,2130.575,2204.932,2094.95,2084.784,2244.048,2174.136,2120.579,2079.591,1914.578,1764.303,622.399,3166.18,2162.654
679.43,2190.253,2114.669,2217.016,2084.342,2081.469,2253.645,2142.171,2108.98,2075.447,1894.817,1760.478,619.535,3173.067,2176.896
679.756,2195.551,2106.384,2226.616,2089.149,2075.668,2258.112,2126.433,2107.986,2087.381,1907.604,1763.472,603.528,3166.18,2176.896
680.083,2196.213,2090.64,2232.574,2109.533,2058.095,2251.328,2140.68,2100.197,2111.742,1917.234,1770.955,602.348,3154.043,2193.785
680.409,2183.961,2071.579,2224.464,2113.012,2060.085,2240.572,2146.643,2098.209,2102.959,1918.397,1765.966,595.439,3153.551,2201.897
680.735,2164.255,2056.658,2212.216,2111.19,2077.988,2232.463,2142.668,2075.999,2092.353,1923.544,1774.447,597.63,3121.727,2182.195
681.06,2158.79,2050.69,2203.442,2122.622,2069.866,2207.139,2159.066,2075.17,2086.386,1922.215,1774.613,604.202,3108.437,2149.404
681.386,2146.036,2060.472,2197.151,2123.119,2075.502,2200.021,2171.983,2071.358,2084.232,1910.095,1768.627,622.905,3095.966,2144.932
681.712,2127.317,2044.72,2183.575,2108.538,2081.469,2193.067,2160.556,2060.251,2063.179,1888.34,1762.64,613.975,3105.976,2120.082
682.038,2129.802,2056.493,2180.76,2110.03,2083.624,2196.875,2144.159,2046.158,2052.403,1874.388,1767.463,622.568,3105.976,2115.277
682.364,2134.772,2059.808,2187.548,2100.418,2062.406,2191.081,2133.888,2052.79,2054.227,1869.238,1748.835,609.763,3109.75,2127.869
682.689,2130.464,2066.771,2180.263,2090.143,2050.634,2210.119,2121.794,2048.479,2051.077,1866.912,1737.192,595.102,3108.929,2136.981
683.015,2131.79,2048.866,2173.805,2088.486,2053.785,2230.146,2119.806,2062.24,2077.27,1888.008,1730.038,589.708,3111.719,2138.306
683.341,2131.458,2042.067,2163.041,2064.119,2042.344,2227.002,2104.561,2070.529,2065.5,1878.374,1709.24,593.585,3090.386,2135.324
683.666,2125.494,2009.064,2151.447,2026.479,2019.79,2208.629,2104.23,2058.261,2064.672,1875.384,1707.743,582.798,3074.958,2128.035
683.992,2135.103,1985.838,2150.122,2018.85,2018.96,2192.405,2092.795,2038.53,2060.195,1857.111,1707.243,593.585,3082.016,2129.526
684.317,2145.705,1979.533,2150.95,2010.722,2018.794,2171.873,2075.06,2043.339,2058.869,1849.468,1701.918,598.978,3080.867,2128.532
684.643,2150.343,1988.659,2159.563,2012.049,2009.838,2155.146,2059.808,2025.594,2035.158,1827.2,1699.921,592.068,3073.152,2126.046
684.968,2160.777,1992.972,2172.646,2024.821,2014.15,2166.242,2066.274,2029.741,2030.515,1832.186,1702.251,594.765,3092.355,2128.532
685.293,2169.555,2021.669,2177.448,2035.434,2026.921,2172.535,2064.119,2046.158,2027.861,1837.005,1688.438,600.326,3100.56,2131.679
685.619,2158.459,2050.358,2164.697,2019.016,2016.97,2165.911,2070.916,2059.09,2020.066,1844.317,1677.119,600.832,3063.139,2125.052
685.944,2155.477,2048.7,2150.784,2015.698,2005.193,2166.739,2071.91,2056.272,2012.602,1854.951,1683.611,606.561,3033.587,2115.94
686.269,2141.232,2043.891,2143.827,2002.76,1991.921,2160.446,2066.108,2051.629,1995.184,1855.449,1697.924,606.561,3014.21,2100.695
686.594,2129.967,2041.57,2118.149,1998.945,1989.765,2160.777,2062.295,2050.8,2009.119,1876.381,1696.926,608.246,2979.058,2097.214
